"Link","Title"
"https://github.com/open-source/sponsors","GitHub SponsorsFund open source developers"
"https://github.com/open-source/accelerator","Accelerator"
"https://github.com/enterprise/premium-support","Premium SupportEnterprise-grade 24/7 support"
"https://github.com/0xsimao/audits/commits/main/","67 Commits"
"https://github.com/0xsimao/audits/tree/main/0xSimao","0xSimao"
"https://github.com/0xsimao/audits/tree/main/Blackthorn","Blackthorn"
"https://github.com/0xsimao/audits/tree/main/Code4rena","Code4rena"
"https://github.com/0xsimao/audits/tree/main/Sherlock","Sherlock"
"https://github.com/0xsimao/audits/tree/main/Three%20Sigma","Three Sigma"
"https://github.com/0xsimao/audits/blob/main/.gitignore",".gitignore"
"https://github.com/#0xsimao-smart-contract-audits",""
"https://0xsimao.com/","0xsimao.com"
"https://github.com/#private-audits--86",""
"https://github.com/0xsimao/audits/blob/main/Blackthorn/2026-07-14-morpho-blue-bundles.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2026-07-05-tenor.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2026-06-10-morpho.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2026-06-05-odei.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Blackthorn/2026-05-22-tenor-markets.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Blackthorn/2026-04-06-morpho-midnight.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2026-01-13-superfluid.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-12-26-evro-finance-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-12-16-spectra-metavault.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/0xSimao/2025-11-28-spirit-protocol.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-11-11-usual-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-10-22-maple-finance-iii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-09-08-maple-finance-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Blackthorn/2025-08-13-morpho-vault-v2.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/0xSimao/2025-06-23-yieldoor-iii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/0xSimao/2025-06-20-yieldoor-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-06-03-usual-i.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/0xSimao/2025-05-12-yieldoor-i.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-04-25-beraborrow-i.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-04-22-aegis.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-04-14-1inch.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-03-28-gaib.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/0xSimao/2025-03-14-felix.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Sherlock/private-audits/2025-02-03-nerite.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-12-02-more-markets.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-11-26-maple-finance-iv.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-11-11-ojo-network.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-10-23-codeup.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-10-16-ojo-network.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-08-23-maple-finance-syrup.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-08-07-blast-ido-pools.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-07-15-orange.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-07-10-keyring-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-07-06-layer3.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-06-25-mitosis.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Code4rena/private-audits/2024-06-19-benddao.md","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-06-13-districtone.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-05-21-maple-finance-syrup-router.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-04-06-metazero-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-04-03-vertex.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-03-15-clip-finance-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-02-26-singularity.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-02-19-ostium.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-01-29-nftperp-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-01-27-metazero-i.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-01-27-trestle.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Code4rena/private-audits/2024-01-26-init-capital-i.md","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-01-08-m-0.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2024-01-02-nftperp-i.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Code4rena/private-audits/2023-12-15-init-capital-ii.md","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2023-11-16-maple-finance-ii.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2023-11-10-clip-finance-i.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2023-07-12-glacier.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2023-05-06-fuji-finance.pdf","Report"
"https://github.com/0xsimao/audits/blob/main/Three%20Sigma/2023-04-10-maple-finance-iii.pdf","Report"
"https://github.com/#public-competitions--57",""
"https://audits.sherlock.xyz/contests/1222","#1"
"https://audits.sherlock.xyz/contests/1209","#1"
"https://audits.sherlock.xyz/contests/1203","#22"
"https://audits.sherlock.xyz/contests/1154","#1"
"https://0xsimao.com/findings#bmx-2025-09-02","10"
"https://audits.sherlock.xyz/contests/990","#14"
"https://0xsimao.com/findings#cap-2025-07-10","2"
"https://audits.sherlock.xyz/contests/967","#1"
"https://0xsimao.com/findings#symbiotic-relay-2025-06-19","5"
"https://audits.sherlock.xyz/contests/968","#1"
"https://0xsimao.com/findings#superfluid-locker-system-2025-06-04","6"
"https://audits.sherlock.xyz/contests/826","#1"
"https://audits.sherlock.xyz/contests/857","#3"
"https://codehawks.cyfrin.io/contests/cm8iwzzel0002jv03235nowd6","#9"
"https://code4rena.com/audits/2025-03-starkware-perps","#22"
"https://audits.sherlock.xyz/contests/755","#1"
"https://0xsimao.com/findings#crestal-network-2025-03-11","5"
"https://audits.sherlock.xyz/contests/838","#1"
"https://0xsimao.com/findings#symmio-staking-and-vesting-2025-03-07","2"
"https://audits.sherlock.xyz/contests/791","#1"
"https://0xsimao.com/findings#yieldoor-2025-02-24","12"
"https://audits.sherlock.xyz/contests/741","#2"
"https://audits.sherlock.xyz/contests/569","#1"
"https://0xsimao.com/findings#autonomint-2024-12-04","38"
"https://audits.sherlock.xyz/contests/648","#1"
"https://0xsimao.com/findings#superfluid-locker-system-2024-11-20","6"
"https://audits.sherlock.xyz/contests/550","#1"
"https://audits.sherlock.xyz/contests/643","#1"
"https://audits.sherlock.xyz/contests/598","#1"
"https://0xsimao.com/findings#mento-2024-10-24","5"
"https://cantina.xyz/competitions/61087007-c7e9-4c4e-9d90-4e118933fecf","#8"
"https://cantina.xyz/competitions/4ee8716d-3e0e-4f59-b90d-aa56bf3b484c","#3"
"https://immunefi.com/audit-competition/iop-swaylend","#4"
"https://cantina.xyz/competitions/8337db39-e04e-470d-8090-0cfb9a7ec2dd","#1"
"https://audits.sherlock.xyz/contests/509","#1"
"https://0xsimao.com/findings#saffron-lido-vaults-2024-09-16","5"
"https://cantina.xyz/competitions/fadb5a8f-e39c-4a6b-89f6-a03858bb8602","#56"
"https://audits.sherlock.xyz/contests/468","#13"
"https://0xsimao.com/findings#flayer-2024-09-02","3"
"https://audits.sherlock.xyz/contests/506","#1"
"https://0xsimao.com/findings#cork-protocol-2024-08-29","15"
"https://audits.sherlock.xyz/contests/494","#1"
"https://audits.sherlock.xyz/contests/516","#3"
"https://0xsimao.com/findings#winnables-raffles-2024-08-16","6"
"https://immunefi.com/audit-competition/thundernft-iop","#4"
"https://audits.sherlock.xyz/contests/396","#1"
"https://0xsimao.com/findings#exactly-protocol-update-staking-contract-2024-07-22","12"
"https://immunefi.com/audit-competition/fuel-network-attackathon","#27"
"https://audits.sherlock.xyz/contests/225","#1"
"https://0xsimao.com/findings#pooltogether-the-prize-layer-for-defi-2024-05-16","12"
"https://code4rena.com/audits/2024-05-arbitrum-bold","#3"
"https://0xsimao.com/findings#arbitrum-bold-2024-05-10","1"
"https://cantina.xyz/competitions/d47f8096-8858-437d-a9f5-2fe85ac9b95e","#2"
"https://code4rena.com/audits/2024-04-renzo","#7"
"https://0xsimao.com/findings#renzo-2024-04-30","6"
"https://audits.sherlock.xyz/contests/295","#3"
"https://0xsimao.com/findings#teller-finance-2024-04-23","17"
"https://audits.sherlock.xyz/contests/247","#1"
"https://0xsimao.com/findings#exactly-protocol-update-staking-contract-2024-04-22","11"
"https://audits.sherlock.xyz/contests/326","#8"
"https://0xsimao.com/findings#titles-publishing-protocol-2024-04-22","8"
"https://audits.sherlock.xyz/contests/280","#3"
"https://0xsimao.com/findings#zivoe-2024-04-08","4"
"https://cantina.xyz/competitions/c90131b4-5c7c-4ebc-a1f3-8002d219bfe0","#17"
"https://code4rena.com/audits/2023-08-chainlink-staking-v02","#8"
"https://code4rena.com/audits/2023-08-verwa","#32"
"https://0xsimao.com/findings#verwa-2023-08-07","1"
"https://audits.sherlock.xyz/contests/106","#7"
"https://0xsimao.com/findings#perennial-v2-2023-07-24","2"
"https://audits.sherlock.xyz/contests/101","#15"
"https://0xsimao.com/findings#tokemak-2023-07-17","7"
"https://code4rena.com/audits/2023-07-tapioca-dao","#6"
"https://0xsimao.com/findings#tapioca-dao-2023-07-05","10"
"https://code4rena.com/audits/2023-05-base","#3"
"https://code4rena.com/audits/2023-05-venus-protocol-isolated-pools","#31"
"https://0xsimao.com/findings#venus-protocol-isolated-pools-2023-05-08","1"
"https://code4rena.com/audits/2023-05-ajna-protocol","#17"
"https://0xsimao.com/findings#ajna-protocol-2023-05-03","1"
"https://code4rena.com/audits/2023-04-ens-contest","#20"
"https://code4rena.com/audits/2023-04-frankencoin","#66"
"https://code4rena.com/audits/2023-03-zksync-era-system-contracts-contest","#10"
"https://0xsimao.com/findings#zksync-era-system-contracts-2023-03-10","1"
"https://code4rena.com/audits/2023-03-wenwin-contest","#13"
"https://0xsimao.com/findings#wenwin-2023-03-06","1"
"https://code4rena.com/audits/2023-02-ethos-reserve-contest","#28"
"https://code4rena.com/audits/2023-01-biconomy-smart-contract-wallet-contest","#56"
"https://0xsimao.com/findings#biconomy-2023-01-04","1"
"https://code4rena.com/audits/2022-12-gogopool-contest","#36"
"https://0xsimao.com/findings#gogopool-2022-12-15","3"
"https://www.0xsimao.com/","www.0xsimao.com/"
